"","County","Year","Month","laborforce","emplab","unemp","unemprate"
"5231","Santa Cruz",2012,"Nov",141100,126300,14800,10.5
"5232","Santa Cruz",2012,"Dec",141500,124600,16900,11.9
"5233","Santa Cruz",2013,"Jan",141000,122000,19100,13.5
"5234","Santa Cruz",2013,"Feb",141400,123100,18300,12.9
"5235","Santa Cruz",2013,"Mar",141500,124000,17500,12.4
"5236","Santa Cruz",2013,"Apr",142400,126800,15500,10.9
"5237","Santa Cruz",2013,"May",143800,130500,13400,9.3
"5238","Santa Cruz",2013,"Jun",146600,133000,13700,9.3
"5239","Santa Cruz",2013,"Jul",145700,132100,13500,9.3
"5240","Santa Cruz",2013,"Aug",144000,131100,12800,8.9
"5241","Santa Cruz",2013,"Sep",141300,129600,11800,8.3
"5242","Santa Cruz",2013,"Oct",142000,129800,12200,8.6
"5243","Santa Cruz",2013,"Nov",141200,127800,13500,9.5
"5244","Santa Cruz",2013,"Dec",138000,123700,14400,10.4
"5245","Santa Cruz",2014,"Jan",140500,124100,16400,11.7
"5246","Santa Cruz",2014,"Feb",141900,125500,16400,11.5
"5247","Santa Cruz",2014,"Mar",143700,127400,16300,11.3
"5248","Santa Cruz",2014,"Apr",142600,129300,13400,9.4
"5249","Santa Cruz",2014,"May",144600,133400,11200,7.7
"5250","Santa Cruz",2014,"Jun",146900,135900,11000,7.5
"5251","Santa Cruz",2014,"Jul",146200,134800,11400,7.8
"5252","Santa Cruz",2014,"Aug",144300,133600,10700,7.4
"5253","Santa Cruz",2014,"Sep",141000,131500,9500,6.7
"5254","Santa Cruz",2014,"Oct",143300,133300,9900,6.9
"5255","Santa Cruz",2014,"Nov",142400,130900,11500,8.1
"5256","Santa Cruz",2014,"Dec",140400,127800,12500,8.9
"5257","Santa Cruz",2015,"Jan",143100,128500,14600,10.2
"5258","Santa Cruz",2015,"Feb",143100,129000,14100,9.9
"5259","Santa Cruz",2015,"Mar",144400,130700,13700,9.5
"5260","Santa Cruz",2015,"Apr",144900,133500,11400,7.9
"5261","Santa Cruz",2015,"May",146400,136400,10000,6.8
"5262","Santa Cruz",2015,"Jun",147900,138500,9400,6.4
"5263","Santa Cruz",2015,"Jul",147000,137300,9600,6.5
"5264","Santa Cruz",2015,"Aug",145500,136700,8800,6.1
"5265","Santa Cruz",2015,"Sep",141900,134000,7900,5.5
"5266","Santa Cruz",2015,"Oct",143300,134900,8400,5.8
"5267","Santa Cruz",2015,"Nov",142800,132500,10300,7.2
"5268","Santa Cruz",2015,"Dec",141000,129300,11700,8.3
"5269","Santa Cruz",2016,"Jan",142400,129600,12800,9
"5270","Santa Cruz",2016,"Feb",143300,130700,12600,8.8
"5271","Santa Cruz",2016,"Mar",143800,131300,12500,8.7
"5272","Santa Cruz",2016,"Apr",144500,133700,10800,7.5
"5273","Santa Cruz",2016,"May",145300,136800,8500,5.9
"5274","Santa Cruz",2016,"Jun",149100,139900,9300,6.2
"5275","Santa Cruz",2016,"Jul",149300,140100,9300,6.2
"5276","Santa Cruz",2016,"Aug",148400,139900,8500,5.7
"5277","Santa Cruz",2016,"Sep",146600,138800,7700,5.3
"5278","Santa Cruz",2016,"Oct",148300,140500,7900,5.3
"5279","Santa Cruz",2016,"Nov",146500,137600,8900,6.1
"5280","Santa Cruz",2016,"Dec",144300,133500,10800,7.5
"5281","Shasta",2007,"Jan",83300,76300,6900,8.3
"5282","Shasta",2007,"Feb",82300,75500,6800,8.3
"5283","Shasta",2007,"Mar",82700,75900,6800,8.2
"5284","Shasta",2007,"Apr",82200,76100,6100,7.5
"5285","Shasta",2007,"May",81800,76300,5500,6.8
"5286","Shasta",2007,"Jun",83200,77300,5800,7
"5287","Shasta",2007,"Jul",81900,75800,6100,7.5
"5288","Shasta",2007,"Aug",83100,77400,5800,6.9
"5289","Shasta",2007,"Sep",83400,77800,5600,6.7
"5290","Shasta",2007,"Oct",83600,77800,5800,6.9
"5291","Shasta",2007,"Nov",82500,76400,6200,7.5
"5292","Shasta",2007,"Dec",82100,75100,7000,8.5
"5293","Shasta",2008,"Jan",82800,74300,8500,10.3
"5294","Shasta",2008,"Feb",81400,73200,8200,10.1
"5295","Shasta",2008,"Mar",81600,73200,8400,10.3
"5296","Shasta",2008,"Apr",81600,74200,7500,9.2
"5297","Shasta",2008,"May",82200,74900,7400,9
"5298","Shasta",2008,"Jun",83200,75600,7600,9.2
"5299","Shasta",2008,"Jul",83700,75600,8100,9.7
"5300","Shasta",2008,"Aug",83900,75900,8000,9.6
"5301","Shasta",2008,"Sep",83500,75500,7900,9.5
"5302","Shasta",2008,"Oct",83700,75400,8300,9.9
"5303","Shasta",2008,"Nov",82300,73100,9200,11.2
"5304","Shasta",2008,"Dec",82200,72200,10000,12.2
"5305","Shasta",2009,"Jan",83600,71400,12200,14.6
"5306","Shasta",2009,"Feb",83300,70500,12800,15.3
"5307","Shasta",2009,"Mar",83000,70000,13100,15.8
"5308","Shasta",2009,"Apr",83300,71500,11800,14.1
"5309","Shasta",2009,"May",84300,72500,11700,13.9
"5310","Shasta",2009,"Jun",85400,73000,12400,14.5
"5311","Shasta",2009,"Jul",85600,73100,12500,14.6
"5312","Shasta",2009,"Aug",85800,73900,12000,13.9
"5313","Shasta",2009,"Sep",83400,71700,11700,14.1
"5314","Shasta",2009,"Oct",84000,71900,12100,14.4
"5315","Shasta",2009,"Nov",84100,71500,12600,15
"5316","Shasta",2009,"Dec",83400,70500,12900,15.4
"5317","Shasta",2010,"Jan",79000,64700,14300,18.1
"5318","Shasta",2010,"Feb",79000,64400,14600,18.5
"5319","Shasta",2010,"Mar",79000,64600,14400,18.2
"5320","Shasta",2010,"Apr",78900,65600,13300,16.9
"5321","Shasta",2010,"May",78800,66100,12700,16.1
"5322","Shasta",2010,"Jun",78800,66100,12700,16.2
"5323","Shasta",2010,"Jul",77700,64900,12900,16.5
"5324","Shasta",2010,"Aug",78800,66300,12500,15.8
"5325","Shasta",2010,"Sep",78600,66400,12200,15.6
"5326","Shasta",2010,"Oct",77800,65600,12200,15.7
"5327","Shasta",2010,"Nov",78100,65000,13100,16.8
"5328","Shasta",2010,"Dec",77600,64400,13200,17
"5329","Shasta",2011,"Jan",78000,64000,14000,18
"5330","Shasta",2011,"Feb",77300,63600,13700,17.8
"5331","Shasta",2011,"Mar",77500,63800,13700,17.7
"5332","Shasta",2011,"Apr",76700,64100,12600,16.5
"5333","Shasta",2011,"May",76600,64600,11900,15.6
"5334","Shasta",2011,"Jun",77400,65100,12300,15.9
"5335","Shasta",2011,"Jul",76000,64000,12100,15.9
"5336","Shasta",2011,"Aug",77400,65600,11800,15.2
"5337","Shasta",2011,"Sep",77500,66100,11300,14.6
"5338","Shasta",2011,"Oct",77300,66100,11200,14.5
"5339","Shasta",2011,"Nov",76600,65300,11300,14.7
"5340","Shasta",2011,"Dec",76200,64800,11400,14.9
"5341","Shasta",2012,"Jan",77000,64800,12200,15.8
"5342","Shasta",2012,"Feb",76400,64100,12300,16.1
"5343","Shasta",2012,"Mar",76600,64400,12200,15.9
"5344","Shasta",2012,"Apr",75900,64700,11200,14.8
"5345","Shasta",2012,"May",76200,65500,10600,14
"5346","Shasta",2012,"Jun",77100,66200,10900,14.1
"5347","Shasta",2012,"Jul",75600,64700,10900,14.4
"5348","Shasta",2012,"Aug",76200,65800,10400,13.6
"5349","Shasta",2012,"Sep",76400,66800,9500,12.5
"5350","Shasta",2012,"Oct",76100,66400,9700,12.7
"5351","Shasta",2012,"Nov",75000,65400,9600,12.8
"5352","Shasta",2012,"Dec",75100,65000,10100,13.4
"5353","Shasta",2013,"Jan",76900,65900,10900,14.2
"5354","Shasta",2013,"Feb",75700,65400,10300,13.7
"5355","Shasta",2013,"Mar",75900,66000,10000,13.1
"5356","Shasta",2013,"Apr",75000,65900,9100,12.1
"5357","Shasta",2013,"May",75200,66700,8500,11.3
"5358","Shasta",2013,"Jun",76300,67300,9000,11.7
"5359","Shasta",2013,"Jul",75100,66200,8900,11.8
"5360","Shasta",2013,"Aug",75800,67400,8400,11.1
"5361","Shasta",2013,"Sep",75400,67600,7900,10.5
"5362","Shasta",2013,"Oct",75400,67400,8000,10.6
"5363","Shasta",2013,"Nov",74400,66300,8100,10.9
"5364","Shasta",2013,"Dec",74500,66600,7900,10.6
"5365","Shasta",2014,"Jan",75900,67200,8700,11.4
"5366","Shasta",2014,"Feb",75100,66200,8800,11.8
"5367","Shasta",2014,"Mar",75600,66900,8800,11.6
"5368","Shasta",2014,"Apr",74700,67300,7400,9.9
"5369","Shasta",2014,"May",75000,68100,6900,9.2
"5370","Shasta",2014,"Jun",75700,68700,6900,9.2
"5371","Shasta",2014,"Jul",75100,68000,7200,9.6
"5372","Shasta",2014,"Aug",75700,69000,6800,9
"5373","Shasta",2014,"Sep",75600,69500,6200,8.1
"5374","Shasta",2014,"Oct",75900,69600,6200,8.2
"5375","Shasta",2014,"Nov",74800,68400,6400,8.5
"5376","Shasta",2014,"Dec",74500,68000,6500,8.7
"5377","Shasta",2015,"Jan",75600,68500,7100,9.4
"5378","Shasta",2015,"Feb",74400,67600,6800,9.1
"5379","Shasta",2015,"Mar",74500,67900,6600,8.9
"5380","Shasta",2015,"Apr",74500,68700,5900,7.9
"5381","Shasta",2015,"May",75200,69500,5700,7.6
"5382","Shasta",2015,"Jun",75600,70000,5600,7.5
"5383","Shasta",2015,"Jul",74800,68900,5900,7.8
"5384","Shasta",2015,"Aug",75100,69700,5400,7.2
"5385","Shasta",2015,"Sep",74500,69500,4900,6.6
"5386","Shasta",2015,"Oct",75300,70200,5200,6.9
"5387","Shasta",2015,"Nov",74400,69000,5400,7.3
"5388","Shasta",2015,"Dec",74400,68800,5600,7.5
"5389","Shasta",2016,"Jan",75100,69100,6000,8
"5390","Shasta",2016,"Feb",74100,68300,5700,7.7
"5391","Shasta",2016,"Mar",74000,68100,5900,8
"5392","Shasta",2016,"Apr",73900,68800,5100,6.9
"5393","Shasta",2016,"May",74000,69500,4500,6.1
"5394","Shasta",2016,"Jun",75400,70000,5400,7.2
"5395","Shasta",2016,"Jul",74400,68900,5500,7.4
"5396","Shasta",2016,"Aug",74900,69800,5100,6.8
"5397","Shasta",2016,"Sep",75000,70200,4800,6.4
"5398","Shasta",2016,"Oct",75600,70700,4800,6.4
"5399","Shasta",2016,"Nov",74400,69700,4800,6.4
"5400","Shasta",2016,"Dec",73800,68900,5000,6.7
"5401","Sierra",2007,"Jan",1570,1410,160,10.4
"5402","Sierra",2007,"Feb",1570,1400,170,10.9
"5403","Sierra",2007,"Mar",1560,1390,170,11.1
"5404","Sierra",2007,"Apr",1550,1390,160,10.6
"5405","Sierra",2007,"May",1590,1470,110,7.2
"5406","Sierra",2007,"Jun",1690,1590,100,5.7
"5407","Sierra",2007,"Jul",1680,1570,110,6.5
"5408","Sierra",2007,"Aug",1650,1560,90,5.3
"5409","Sierra",2007,"Sep",1630,1550,80,5.1
"5410","Sierra",2007,"Oct",1640,1550,90,5.7
"5411","Sierra",2007,"Nov",1620,1510,110,7
"5412","Sierra",2007,"Dec",1590,1430,160,10.1
"5413","Sierra",2008,"Jan",1560,1350,210,13.5
"5414","Sierra",2008,"Feb",1540,1330,210,13.4
"5415","Sierra",2008,"Mar",1550,1340,210,13.3
"5416","Sierra",2008,"Apr",1550,1370,180,11.8
"5417","Sierra",2008,"May",1580,1420,150,9.8
"5418","Sierra",2008,"Jun",1700,1560,140,8.1
"5419","Sierra",2008,"Jul",1650,1510,140,8.5
"5420","Sierra",2008,"Aug",1640,1510,130,7.9
"5421","Sierra",2008,"Sep",1660,1530,120,7.4
"5422","Sierra",2008,"Oct",1610,1470,140,8.4
"5423","Sierra",2008,"Nov",1570,1390,180,11.5
"5424","Sierra",2008,"Dec",1510,1310,210,13.7
"5425","Sierra",2009,"Jan",1550,1290,270,17.1
"5426","Sierra",2009,"Feb",1570,1290,280,18
"5427","Sierra",2009,"Mar",1560,1280,290,18.4
"5428","Sierra",2009,"Apr",1560,1300,270,17
"5429","Sierra",2009,"May",1580,1340,250,15.5
"5430","Sierra",2009,"Jun",1680,1450,230,13.9
"5431","Sierra",2009,"Jul",1700,1470,230,13.3
"5432","Sierra",2009,"Aug",1650,1440,210,12.5
"5433","Sierra",2009,"Sep",1640,1450,200,11.9
"5434","Sierra",2009,"Oct",1610,1400,210,12.9
"5435","Sierra",2009,"Nov",1530,1300,230,15
"5436","Sierra",2009,"Dec",1530,1260,270,17.6
"5437","Sierra",2010,"Jan",1480,1200,290,19.2
"5438","Sierra",2010,"Feb",1530,1220,310,20.2
"5439","Sierra",2010,"Mar",1540,1240,300,19.2
"5440","Sierra",2010,"Apr",1600,1340,260,16.3
"5441","Sierra",2010,"May",1660,1430,240,14.1
"5442","Sierra",2010,"Jun",1740,1520,220,12.9
"5443","Sierra",2010,"Jul",1690,1480,210,12.4
"5444","Sierra",2010,"Aug",1690,1480,210,12.4
"5445","Sierra",2010,"Sep",1650,1440,210,12.8
"5446","Sierra",2010,"Oct",1620,1400,220,13.3
"5447","Sierra",2010,"Nov",1590,1350,250,15.5
"5448","Sierra",2010,"Dec",1540,1280,260,16.8
"5449","Sierra",2011,"Jan",1610,1320,290,18
"5450","Sierra",2011,"Feb",1590,1300,290,18.1
"5451","Sierra",2011,"Mar",1600,1320,270,17.1
"5452","Sierra",2011,"Apr",1560,1300,260,16.7
"5453","Sierra",2011,"May",1610,1380,240,14.8
"5454","Sierra",2011,"Jun",1670,1430,240,14.1
"5455","Sierra",2011,"Jul",1650,1420,230,14.1
"5456","Sierra",2011,"Aug",1690,1460,220,13.2
"5457","Sierra",2011,"Sep",1670,1460,210,12.5
"5458","Sierra",2011,"Oct",1610,1420,200,12.1
"5459","Sierra",2011,"Nov",1510,1300,210,13.8
"5460","Sierra",2011,"Dec",1460,1250,210,14.3
"5461","Sierra",2012,"Jan",1440,1180,250,17.5
"5462","Sierra",2012,"Feb",1450,1200,250,17.4
"5463","Sierra",2012,"Mar",1440,1190,250,17.4
"5464","Sierra",2012,"Apr",1400,1160,230,16.8
"5465","Sierra",2012,"May",1450,1240,210,14.2
"5466","Sierra",2012,"Jun",1570,1360,210,13.2
"5467","Sierra",2012,"Jul",1530,1330,200,13.1
"5468","Sierra",2012,"Aug",1510,1320,190,12.7
"5469","Sierra",2012,"Sep",1510,1340,170,11.1
"5470","Sierra",2012,"Oct",1510,1340,180,11.7
"5471","Sierra",2012,"Nov",1440,1260,180,12.7
"5472","Sierra",2012,"Dec",1410,1200,210,15
"5473","Sierra",2013,"Jan",1450,1210,240,16.6
"5474","Sierra",2013,"Feb",1420,1180,240,16.6
"5475","Sierra",2013,"Mar",1410,1180,230,16.5
"5476","Sierra",2013,"Apr",1420,1210,210,14.6
"5477","Sierra",2013,"May",1440,1260,180,12.5
"5478","Sierra",2013,"Jun",1530,1350,180,11.5
"5479","Sierra",2013,"Jul",1500,1330,170,11.3
"5480","Sierra",2013,"Aug",1500,1340,160,10.8
"5481","Sierra",2013,"Sep",1470,1330,140,9.7
"5482","Sierra",2013,"Oct",1480,1330,150,10.2
"5483","Sierra",2013,"Nov",1420,1260,160,11.4
"5484","Sierra",2013,"Dec",1430,1260,170,11.9
"5485","Sierra",2014,"Jan",1430,1240,180,12.9
"5486","Sierra",2014,"Feb",1440,1240,200,13.6
"5487","Sierra",2014,"Mar",1430,1240,190,13.3
"5488","Sierra",2014,"Apr",1400,1240,160,11.4
"5489","Sierra",2014,"May",1440,1300,140,9.7
"5490","Sierra",2014,"Jun",1490,1370,130,8.4
"5491","Sierra",2014,"Jul",1440,1320,120,8.6
"5492","Sierra",2014,"Aug",1430,1310,120,8.5
"5493","Sierra",2014,"Sep",1430,1320,110,7.7
"5494","Sierra",2014,"Oct",1420,1310,110,7.9
"5495","Sierra",2014,"Nov",1350,1240,120,8.7
"5496","Sierra",2014,"Dec",1350,1210,140,10.2
"5497","Sierra",2015,"Jan",1380,1220,170,12
"5498","Sierra",2015,"Feb",1350,1180,160,12.1
"5499","Sierra",2015,"Mar",1330,1180,160,11.8
"5500","Sierra",2015,"Apr",1350,1230,130,9.4
"5501","Sierra",2015,"May",1390,1270,120,8.7
"5502","Sierra",2015,"Jun",1420,1300,110,8
"5503","Sierra",2015,"Jul",1330,1220,110,8.2
"5504","Sierra",2015,"Aug",1330,1230,100,7.6
"5505","Sierra",2015,"Sep",1370,1280,90,6.4
"5506","Sierra",2015,"Oct",1370,1280,90,6.6
"5507","Sierra",2015,"Nov",1310,1210,100,7.7
"5508","Sierra",2015,"Dec",1290,1180,120,9
"5509","Sierra",2016,"Jan",1300,1170,130,9.8
"5510","Sierra",2016,"Feb",1300,1170,130,9.8
"5511","Sierra",2016,"Mar",1290,1160,130,9.9
"5512","Sierra",2016,"Apr",1280,1170,110,8.5
"5513","Sierra",2016,"May",1300,1220,90,6.8
"5514","Sierra",2016,"Jun",1410,1310,110,7.4
"5515","Sierra",2016,"Jul",1370,1270,100,7.4
"5516","Sierra",2016,"Aug",1370,1280,90,6.6
"5517","Sierra",2016,"Sep",1370,1280,90,6.5
"5518","Sierra",2016,"Oct",1370,1280,90,6.4
"5519","Sierra",2016,"Nov",1320,1230,90,6.5
"5520","Sierra",2016,"Dec",1290,1180,110,8.5
"5521","Siskiyou",2007,"Jan",18640,16570,2060,11.1
"5522","Siskiyou",2007,"Feb",18600,16580,2020,10.9
"5523","Siskiyou",2007,"Mar",18500,16580,1910,10.3
"5524","Siskiyou",2007,"Apr",18480,16870,1610,8.7
"5525","Siskiyou",2007,"May",18650,17270,1370,7.4
"5526","Siskiyou",2007,"Jun",19430,18010,1420,7.3
"5527","Siskiyou",2007,"Jul",19400,17930,1470,7.6
"5528","Siskiyou",2007,"Aug",19350,17980,1370,7.1
"5529","Siskiyou",2007,"Sep",19080,17800,1280,6.7
"5530","Siskiyou",2007,"Oct",18770,17490,1280,6.8
"5531","Siskiyou",2007,"Nov",18390,16900,1490,8.1
"5532","Siskiyou",2007,"Dec",18490,16610,1880,10.1
"5533","Siskiyou",2008,"Jan",18700,16370,2330,12.4
"5534","Siskiyou",2008,"Feb",18750,16480,2280,12.1
"5535","Siskiyou",2008,"Mar",18850,16630,2230,11.8
"5536","Siskiyou",2008,"Apr",18980,17240,1740,9.2
"5537","Siskiyou",2008,"May",19160,17560,1590,8.3
"5538","Siskiyou",2008,"Jun",19860,18220,1640,8.2
"5539","Siskiyou",2008,"Jul",20110,18400,1710,8.5
"5540","Siskiyou",2008,"Aug",19750,18070,1680,8.5
"5541","Siskiyou",2008,"Sep",19520,17880,1640,8.4
"5542","Siskiyou",2008,"Oct",19300,17570,1720,8.9
"5543","Siskiyou",2008,"Nov",18810,16570,2240,11.9
"5544","Siskiyou",2008,"Dec",18940,16340,2600,13.7
"5545","Siskiyou",2009,"Jan",19360,16150,3210,16.6
"5546","Siskiyou",2009,"Feb",19360,16050,3320,17.1
"5547","Siskiyou",2009,"Mar",19370,16050,3320,17.1
"5548","Siskiyou",2009,"Apr",19430,16670,2760,14.2
"5549","Siskiyou",2009,"May",19920,17310,2610,13.1
"5550","Siskiyou",2009,"Jun",20500,17880,2620,12.8
"5551","Siskiyou",2009,"Jul",19660,17030,2640,13.4
"5552","Siskiyou",2009,"Aug",19800,17250,2540,12.8
"5553","Siskiyou",2009,"Sep",19990,17550,2440,12.2
"5554","Siskiyou",2009,"Oct",19770,17160,2600,13.2
"5555","Siskiyou",2009,"Nov",19410,16490,2920,15
"5556","Siskiyou",2009,"Dec",19360,16050,3310,17.1
"5557","Siskiyou",2010,"Jan",19220,15470,3750,19.5
"5558","Siskiyou",2010,"Feb",19260,15450,3820,19.8
"5559","Siskiyou",2010,"Mar",19380,15640,3740,19.3
"5560","Siskiyou",2010,"Apr",19870,16570,3300,16.6
"5561","Siskiyou",2010,"May",20030,16980,3050,15.2
"5562","Siskiyou",2010,"Jun",20360,17310,3050,15
"5563","Siskiyou",2010,"Jul",19380,16370,3010,15.5
"5564","Siskiyou",2010,"Aug",19650,16680,2970,15.1
"5565","Siskiyou",2010,"Sep",19670,16790,2880,14.6
"5566","Siskiyou",2010,"Oct",19870,16880,2980,15
"5567","Siskiyou",2010,"Nov",19450,16040,3410,17.5
"5568","Siskiyou",2010,"Dec",19410,15720,3690,19
"5569","Siskiyou",2011,"Jan",19600,15590,4010,20.4
"5570","Siskiyou",2011,"Feb",19550,15650,3900,19.9
"5571","Siskiyou",2011,"Mar",19560,15780,3780,19.3
"5572","Siskiyou",2011,"Apr",19400,16110,3290,17
"5573","Siskiyou",2011,"May",19270,16210,3060,15.9
"5574","Siskiyou",2011,"Jun",19750,16580,3160,16
"5575","Siskiyou",2011,"Jul",19670,16560,3110,15.8
"5576","Siskiyou",2011,"Aug",19710,16690,3020,15.3
"5577","Siskiyou",2011,"Sep",19380,16480,2900,14.9
"5578","Siskiyou",2011,"Oct",19700,16790,2910,14.8
"5579","Siskiyou",2011,"Nov",18930,15810,3120,16.5
"5580","Siskiyou",2011,"Dec",18720,15370,3350,17.9
"5581","Siskiyou",2012,"Jan",18870,15160,3700,19.6
"5582","Siskiyou",2012,"Feb",19100,15420,3680,19.3
"5583","Siskiyou",2012,"Mar",19140,15620,3530,18.4
"5584","Siskiyou",2012,"Apr",18950,15830,3120,16.5
"5585","Siskiyou",2012,"May",19030,16190,2840,14.9
"5586","Siskiyou",2012,"Jun",19380,16580,2810,14.5
"5587","Siskiyou",2012,"Jul",19090,16300,2790,14.6
"5588","Siskiyou",2012,"Aug",19020,16400,2620,13.7
"5589","Siskiyou",2012,"Sep",19110,16730,2390,12.5
"5590","Siskiyou",2012,"Oct",18890,16470,2420,12.8
"5591","Siskiyou",2012,"Nov",18220,15610,2620,14.4
"5592","Siskiyou",2012,"Dec",18070,15130,2940,16.3
"5593","Siskiyou",2013,"Jan",18500,15260,3240,17.5
"5594","Siskiyou",2013,"Feb",18250,15180,3070,16.8
"5595","Siskiyou",2013,"Mar",18190,15340,2850,15.7
"5596","Siskiyou",2013,"Apr",18220,15770,2450,13.5
"5597","Siskiyou",2013,"May",18490,16280,2210,12
"5598","Siskiyou",2013,"Jun",18870,16610,2250,11.9
"5599","Siskiyou",2013,"Jul",18560,16330,2230,12
"5600","Siskiyou",2013,"Aug",18570,16460,2100,11.3
"5601","Siskiyou",2013,"Sep",18380,16400,1980,10.8
"5602","Siskiyou",2013,"Oct",18410,16400,2010,10.9
"5603","Siskiyou",2013,"Nov",17820,15600,2220,12.5
"5604","Siskiyou",2013,"Dec",17790,15490,2310,13
"5605","Siskiyou",2014,"Jan",17850,15170,2680,15
"5606","Siskiyou",2014,"Feb",17780,15080,2710,15.2
"5607","Siskiyou",2014,"Mar",17940,15310,2630,14.6
"5608","Siskiyou",2014,"Apr",17820,15800,2010,11.3
"5609","Siskiyou",2014,"May",18040,16270,1780,9.8
"5610","Siskiyou",2014,"Jun",18470,16710,1760,9.5
"5611","Siskiyou",2014,"Jul",18580,16760,1820,9.8
"5612","Siskiyou",2014,"Aug",18410,16690,1720,9.4
"5613","Siskiyou",2014,"Sep",18390,16830,1560,8.5
"5614","Siskiyou",2014,"Oct",18410,16830,1590,8.6
"5615","Siskiyou",2014,"Nov",17940,16130,1810,10.1
"5616","Siskiyou",2014,"Dec",17680,15690,1990,11.3
"5617","Siskiyou",2015,"Jan",17960,15690,2280,12.7
"5618","Siskiyou",2015,"Feb",17860,15640,2220,12.4
"5619","Siskiyou",2015,"Mar",17870,15820,2050,11.5
"5620","Siskiyou",2015,"Apr",17760,16120,1640,9.3
"5621","Siskiyou",2015,"May",18150,16610,1540,8.5
"5622","Siskiyou",2015,"Jun",18680,17170,1510,8.1
"5623","Siskiyou",2015,"Jul",18240,16710,1530,8.4
"5624","Siskiyou",2015,"Aug",18480,17060,1420,7.7
"5625","Siskiyou",2015,"Sep",18210,16920,1290,7.1
"5626","Siskiyou",2015,"Oct",18280,16910,1370,7.5
"5627","Siskiyou",2015,"Nov",17620,16020,1600,9.1
"5628","Siskiyou",2015,"Dec",17660,15780,1880,10.6
"5629","Siskiyou",2016,"Jan",17660,15600,2060,11.6
"5630","Siskiyou",2016,"Feb",17620,15640,1980,11.2
"5631","Siskiyou",2016,"Mar",17670,15770,1900,10.8
"5632","Siskiyou",2016,"Apr",17670,16170,1500,8.5
"5633","Siskiyou",2016,"May",17780,16560,1220,6.9
"5634","Siskiyou",2016,"Jun",18330,16970,1360,7.4
"5635","Siskiyou",2016,"Jul",18510,17110,1400,7.6
"5636","Siskiyou",2016,"Aug",18530,17220,1310,7.1
"5637","Siskiyou",2016,"Sep",18430,17200,1230,6.7
"5638","Siskiyou",2016,"Oct",18450,17180,1270,6.9
"5639","Siskiyou",2016,"Nov",17870,16480,1390,7.8
"5640","Siskiyou",2016,"Dec",17670,16060,1620,9.2
"5641","Solano",2007,"Jan",206500,195500,11000,5.3
"5642","Solano",2007,"Feb",206800,196000,10700,5.2
"5643","Solano",2007,"Mar",207600,197100,10500,5
"5644","Solano",2007,"Apr",206700,196600,10100,4.9
"5645","Solano",2007,"May",206500,196600,9900,4.8
"5646","Solano",2007,"Jun",208100,197200,10900,5.3
"5647","Solano",2007,"Jul",210600,198600,11900,5.7
"5648","Solano",2007,"Aug",209900,198400,11400,5.4
"5649","Solano",2007,"Sep",210300,199100,11100,5.3
"5650","Solano",2007,"Oct",209600,198500,11100,5.3
"5651","Solano",2007,"Nov",210000,198700,11300,5.4
"5652","Solano",2007,"Dec",209700,197700,12000,5.7
"5653","Solano",2008,"Jan",209700,196700,13000,6.2
"5654","Solano",2008,"Feb",208500,196000,12500,6
"5655","Solano",2008,"Mar",209800,196600,13100,6.3
"5656","Solano",2008,"Apr",209400,197400,12000,5.7
"5657","Solano",2008,"May",209900,196900,13000,6.2
"5658","Solano",2008,"Jun",211100,197000,14100,6.7
"5659","Solano",2008,"Jul",213100,198000,15100,7.1
"5660","Solano",2008,"Aug",213000,197500,15400,7.3
"5661","Solano",2008,"Sep",212100,197100,15100,7.1
"5662","Solano",2008,"Oct",214000,198200,15800,7.4
"5663","Solano",2008,"Nov",212600,196100,16600,7.8
"5664","Solano",2008,"Dec",213300,195400,17900,8.4
"5665","Solano",2009,"Jan",212100,191800,20300,9.6
"5666","Solano",2009,"Feb",212500,191300,21200,10
"5667","Solano",2009,"Mar",212500,190600,21800,10.3
"5668","Solano",2009,"Apr",214000,193000,20900,9.8
"5669","Solano",2009,"May",212900,191500,21500,10.1
"5670","Solano",2009,"Jun",214100,191000,23200,10.8
"5671","Solano",2009,"Jul",218100,194000,24100,11.1
"5672","Solano",2009,"Aug",216700,192900,23800,11
"5673","Solano",2009,"Sep",215600,192000,23700,11
"5674","Solano",2009,"Oct",216300,192000,24300,11.3
"5675","Solano",2009,"Nov",216100,191800,24400,11.3
"5676","Solano",2009,"Dec",215100,190600,24500,11.4
"5677","Solano",2010,"Jan",202100,175800,26300,13
"5678","Solano",2010,"Feb",201300,175200,26200,13
"5679","Solano",2010,"Mar",201500,175200,26300,13.1
"5680","Solano",2010,"Apr",202600,177600,25000,12.3
"5681","Solano",2010,"May",201800,177500,24300,12.1
"5682","Solano",2010,"Jun",201800,176300,25400,12.6
"5683","Solano",2010,"Jul",204000,178100,25900,12.7
"5684","Solano",2010,"Aug",203500,178200,25400,12.5
"5685","Solano",2010,"Sep",202600,177700,24900,12.3
"5686","Solano",2010,"Oct",202100,177500,24700,12.2
"5687","Solano",2010,"Nov",203200,177600,25700,12.6
"5688","Solano",2010,"Dec",202300,177100,25200,12.5
"5689","Solano",2011,"Jan",201100,174800,26400,13.1
"5690","Solano",2011,"Feb",200600,174800,25800,12.9
"5691","Solano",2011,"Mar",200900,175100,25700,12.8
"5692","Solano",2011,"Apr",200500,176200,24300,12.1
"5693","Solano",2011,"May",200300,176600,23800,11.9
