"","County","Month","Year","Clamaints"
"5509","YOLO","Nov",2014,2339
"5510","YUBA","Nov",2014,949
"5511","ALAMEDA","Dec",2014,12622
"5512","ALPINE","Dec",2014,11
"5513","AMADOR","Dec",2014,383
"5514","BUTTE","Dec",2014,2956
"5515","CALAVERAS","Dec",2014,495
"5516","COLUSA","Dec",2014,1402
"5517","CONTRA COSTA","Dec",2014,8835
"5518","DEL NORTE","Dec",2014,340
"5519","EL DORADO","Dec",2014,1902
"5520","FRESNO","Dec",2014,21704
"5521","GLENN","Dec",2014,650
"5522","HUMBOLDT","Dec",2014,1359
"5523","IMPERIAL","Dec",2014,7303
"5524","INYO","Dec",2014,225
"5525","KERN","Dec",2014,16994
"5526","KINGS","Dec",2014,3093
"5527","LAKE","Dec",2014,1129
"5528","LASSEN","Dec",2014,393
"5529","LOS ANGELES","Dec",2014,79196
"5530","MADERA","Dec",2014,3563
"5531","MARIN","Dec",2014,1237
"5532","MARIPOSA","Dec",2014,362
"5533","MENDOCINO","Dec",2014,1191
"5534","MERCED","Dec",2014,7270
"5535","MODOC","Dec",2014,130
"5536","MONO","Dec",2014,241
"5537","MONTEREY","Dec",2014,14185
"5538","NAPA","Dec",2014,1790
"5539","NEVADA","Dec",2014,970
"5540","ORANGE","Dec",2014,20740
"5541","PLACER","Dec",2014,3045
"5542","PLUMAS","Dec",2014,492
"5543","RIVERSIDE","Dec",2014,22412
"5544","SACRAMENTO","Dec",2014,14612
"5545","SAN BENITO","Dec",2014,1085
"5546","SAN BERNARDINO","Dec",2014,18814
"5547","SAN DIEGO","Dec",2014,27013
"5548","SAN FRANCISCO","Dec",2014,6290
"5549","SAN JOAQUIN","Dec",2014,12756
"5550","SAN LUIS OBISPO","Dec",2014,2242
"5551","SAN MATEO","Dec",2014,3904
"5552","SANTA BARBARA","Dec",2014,5257
"5553","SANTA CLARA","Dec",2014,12747
"5554","SANTA CRUZ","Dec",2014,6368
"5555","SHASTA","Dec",2014,2763
"5556","SIERRA","Dec",2014,65
"5557","SISKIYOU","Dec",2014,1052
"5558","SOLANO","Dec",2014,5061
"5559","SONOMA","Dec",2014,4449
"5560","STANISLAUS","Dec",2014,10416
"5561","SUTTER","Dec",2014,2608
"5562","TEHAMA","Dec",2014,911
"5563","TRINITY","Dec",2014,205
"5564","TULARE","Dec",2014,11888
"5565","TUOLUMNE","Dec",2014,628
"5566","VENTURA","Dec",2014,9746
"5567","YOLO","Dec",2014,2982
"5568","YUBA","Dec",2014,1235
"5569","ALAMEDA","Jan",2015,12730
"5570","ALPINE","Jan",2015,12
"5571","AMADOR","Jan",2015,399
"5572","BUTTE","Jan",2015,3352
"5573","CALAVERAS","Jan",2015,475
"5574","COLUSA","Jan",2015,1630
"5575","CONTRA COSTA","Jan",2015,9197
"5576","DEL NORTE","Jan",2015,391
"5577","EL DORADO","Jan",2015,1957
"5578","FRESNO","Jan",2015,24018
"5579","GLENN","Jan",2015,651
"5580","HUMBOLDT","Jan",2015,1455
"5581","IMPERIAL","Jan",2015,6531
"5582","INYO","Jan",2015,242
"5583","KERN","Jan",2015,20472
"5584","KINGS","Jan",2015,3670
"5585","LAKE","Jan",2015,1139
"5586","LASSEN","Jan",2015,467
"5587","LOS ANGELES","Jan",2015,81564
"5588","MADERA","Jan",2015,3732
"5589","MARIN","Jan",2015,1293
"5590","MARIPOSA","Jan",2015,403
"5591","MENDOCINO","Jan",2015,1113
"5592","MERCED","Jan",2015,8166
"5593","MODOC","Jan",2015,168
"5594","MONO","Jan",2015,204
"5595","MONTEREY","Jan",2015,15542
"5596","NAPA","Jan",2015,1621
"5597","NEVADA","Jan",2015,1005
"5598","ORANGE","Jan",2015,20902
"5599","PLACER","Jan",2015,3032
"5600","PLUMAS","Jan",2015,630
"5601","RIVERSIDE","Jan",2015,22511
"5602","SACRAMENTO","Jan",2015,14933
"5603","SAN BENITO","Jan",2015,1180
"5604","SAN BERNARDINO","Jan",2015,19518
"5605","SAN DIEGO","Jan",2015,27342
"5606","SAN FRANCISCO","Jan",2015,6839
"5607","SAN JOAQUIN","Jan",2015,13252
"5608","SAN LUIS OBISPO","Jan",2015,2256
"5609","SAN MATEO","Jan",2015,4009
"5610","SANTA BARBARA","Jan",2015,5658
"5611","SANTA CLARA","Jan",2015,13161
"5612","SANTA CRUZ","Jan",2015,7211
"5613","SHASTA","Jan",2015,2834
"5614","SIERRA","Jan",2015,80
"5615","SISKIYOU","Jan",2015,1180
"5616","SOLANO","Jan",2015,4971
"5617","SONOMA","Jan",2015,4165
"5618","STANISLAUS","Jan",2015,11066
"5619","SUTTER","Jan",2015,2680
"5620","TEHAMA","Jan",2015,953
"5621","TRINITY","Jan",2015,226
"5622","TULARE","Jan",2015,13285
"5623","TUOLUMNE","Jan",2015,713
"5624","VENTURA","Jan",2015,9483
"5625","YOLO","Jan",2015,3238
"5626","YUBA","Jan",2015,1280
"5627","ALAMEDA","Feb",2015,12599
"5628","ALPINE","Feb",2015,11
"5629","AMADOR","Feb",2015,383
"5630","BUTTE","Feb",2015,3171
"5631","CALAVERAS","Feb",2015,499
"5632","COLUSA","Feb",2015,1647
"5633","CONTRA COSTA","Feb",2015,9416
"5634","DEL NORTE","Feb",2015,419
"5635","EL DORADO","Feb",2015,1965
"5636","FRESNO","Feb",2015,24184
"5637","GLENN","Feb",2015,625
"5638","HUMBOLDT","Feb",2015,1406
"5639","IMPERIAL","Feb",2015,6296
"5640","INYO","Feb",2015,249
"5641","KERN","Feb",2015,22143
"5642","KINGS","Feb",2015,3600
"5643","LAKE","Feb",2015,1077
"5644","LASSEN","Feb",2015,475
"5645","LOS ANGELES","Feb",2015,80882
"5646","MADERA","Feb",2015,3621
"5647","MARIN","Feb",2015,1273
"5648","MARIPOSA","Feb",2015,441
"5649","MENDOCINO","Feb",2015,1119
"5650","MERCED","Feb",2015,8374
"5651","MODOC","Feb",2015,165
"5652","MONO","Feb",2015,217
"5653","MONTEREY","Feb",2015,15429
"5654","NAPA","Feb",2015,1412
"5655","NEVADA","Feb",2015,1035
"5656","ORANGE","Feb",2015,20912
"5657","PLACER","Feb",2015,3053
"5658","PLUMAS","Feb",2015,620
"5659","RIVERSIDE","Feb",2015,22394
"5660","SACRAMENTO","Feb",2015,14914
"5661","SAN BENITO","Feb",2015,1233
"5662","SAN BERNARDINO","Feb",2015,19340
"5663","SAN DIEGO","Feb",2015,26913
"5664","SAN FRANCISCO","Feb",2015,6855
"5665","SAN JOAQUIN","Feb",2015,13339
"5666","SAN LUIS OBISPO","Feb",2015,2189
"5667","SAN MATEO","Feb",2015,4071
"5668","SANTA BARBARA","Feb",2015,5401
"5669","SANTA CLARA","Feb",2015,13114
"5670","SANTA CRUZ","Feb",2015,7328
"5671","SHASTA","Feb",2015,2823
"5672","SIERRA","Feb",2015,84
"5673","SISKIYOU","Feb",2015,1223
"5674","SOLANO","Feb",2015,5120
"5675","SONOMA","Feb",2015,4130
"5676","STANISLAUS","Feb",2015,11501
"5677","SUTTER","Feb",2015,3051
"5678","TEHAMA","Feb",2015,907
"5679","TRINITY","Feb",2015,216
"5680","TULARE","Feb",2015,13347
"5681","TUOLUMNE","Feb",2015,721
"5682","VENTURA","Feb",2015,8879
"5683","YOLO","Feb",2015,3251
"5684","YUBA","Feb",2015,1332
"5685","ALAMEDA","Mar",2015,12209
"5686","ALPINE","Mar",2015,11
"5687","AMADOR","Mar",2015,368
"5688","BUTTE","Mar",2015,2930
"5689","CALAVERAS","Mar",2015,474
"5690","COLUSA","Mar",2015,1439
"5691","CONTRA COSTA","Mar",2015,8879
"5692","DEL NORTE","Mar",2015,398
"5693","EL DORADO","Mar",2015,1834
"5694","FRESNO","Mar",2015,23476
"5695","GLENN","Mar",2015,548
"5696","HUMBOLDT","Mar",2015,1332
"5697","IMPERIAL","Mar",2015,6566
"5698","INYO","Mar",2015,227
"5699","KERN","Mar",2015,23076
"5700","KINGS","Mar",2015,3516
"5701","LAKE","Mar",2015,971
"5702","LASSEN","Mar",2015,392
"5703","LOS ANGELES","Mar",2015,78392
"5704","MADERA","Mar",2015,3666
"5705","MARIN","Mar",2015,1216
"5706","MARIPOSA","Mar",2015,398
"5707","MENDOCINO","Mar",2015,1082
"5708","MERCED","Mar",2015,7773
"5709","MODOC","Mar",2015,145
"5710","MONO","Mar",2015,214
"5711","MONTEREY","Mar",2015,13487
"5712","NAPA","Mar",2015,1201
"5713","NEVADA","Mar",2015,1010
"5714","ORANGE","Mar",2015,20139
"5715","PLACER","Mar",2015,2943
"5716","PLUMAS","Mar",2015,577
"5717","RIVERSIDE","Mar",2015,21278
"5718","SACRAMENTO","Mar",2015,14103
"5719","SAN BENITO","Mar",2015,1191
"5720","SAN BERNARDINO","Mar",2015,18841
"5721","SAN DIEGO","Mar",2015,26216
"5722","SAN FRANCISCO","Mar",2015,6713
"5723","SAN JOAQUIN","Mar",2015,12314
"5724","SAN LUIS OBISPO","Mar",2015,2004
"5725","SAN MATEO","Mar",2015,4062
"5726","SANTA BARBARA","Mar",2015,4458
"5727","SANTA CLARA","Mar",2015,12685
"5728","SANTA CRUZ","Mar",2015,6897
"5729","SHASTA","Mar",2015,2647
"5730","SIERRA","Mar",2015,78
"5731","SISKIYOU","Mar",2015,1042
"5732","SOLANO","Mar",2015,4769
"5733","SONOMA","Mar",2015,3885
"5734","STANISLAUS","Mar",2015,10910
"5735","SUTTER","Mar",2015,2792
"5736","TEHAMA","Mar",2015,854
"5737","TRINITY","Mar",2015,207
"5738","TULARE","Mar",2015,13120
"5739","TUOLUMNE","Mar",2015,674
"5740","VENTURA","Mar",2015,8049
"5741","YOLO","Mar",2015,2848
"5742","YUBA","Mar",2015,1240
"5743","ALAMEDA","Apr",2015,12204
"5744","ALPINE","Apr",2015,18
"5745","AMADOR","Apr",2015,343
"5746","BUTTE","Apr",2015,2517
"5747","CALAVERAS","Apr",2015,492
"5748","COLUSA","Apr",2015,909
"5749","CONTRA COSTA","Apr",2015,8461
"5750","DEL NORTE","Apr",2015,339
"5751","EL DORADO","Apr",2015,1840
"5752","FRESNO","Apr",2015,20311
"5753","GLENN","Apr",2015,533
"5754","HUMBOLDT","Apr",2015,1210
"5755","IMPERIAL","Apr",2015,9121
"5756","INYO","Apr",2015,183
"5757","KERN","Apr",2015,20828
"5758","KINGS","Apr",2015,2942
"5759","LAKE","Apr",2015,792
"5760","LASSEN","Apr",2015,321
"5761","LOS ANGELES","Apr",2015,78352
"5762","MADERA","Apr",2015,3163
"5763","MARIN","Apr",2015,1231
"5764","MARIPOSA","Apr",2015,236
"5765","MENDOCINO","Apr",2015,832
"5766","MERCED","Apr",2015,6438
"5767","MODOC","Apr",2015,105
"5768","MONO","Apr",2015,329
"5769","MONTEREY","Apr",2015,7894
"5770","NAPA","Apr",2015,986
"5771","NEVADA","Apr",2015,1101
"5772","ORANGE","Apr",2015,20044
"5773","PLACER","Apr",2015,2924
"5774","PLUMAS","Apr",2015,395
"5775","RIVERSIDE","Apr",2015,20837
"5776","SACRAMENTO","Apr",2015,13300
"5777","SAN BENITO","Apr",2015,1040
"5778","SAN BERNARDINO","Apr",2015,18971
"5779","SAN DIEGO","Apr",2015,25307
"5780","SAN FRANCISCO","Apr",2015,6436
"5781","SAN JOAQUIN","Apr",2015,10834
"5782","SAN LUIS OBISPO","Apr",2015,2046
"5783","SAN MATEO","Apr",2015,3967
"5784","SANTA BARBARA","Apr",2015,3451
"5785","SANTA CLARA","Apr",2015,12949
"5786","SANTA CRUZ","Apr",2015,5096
"5787","SHASTA","Apr",2015,2332
"5788","SIERRA","Apr",2015,56
"5789","SISKIYOU","Apr",2015,677
"5790","SOLANO","Apr",2015,4433
"5791","SONOMA","Apr",2015,3532
"5792","STANISLAUS","Apr",2015,10145
"5793","SUTTER","Apr",2015,2413
"5794","TEHAMA","Apr",2015,715
"5795","TRINITY","Apr",2015,176
"5796","TULARE","Apr",2015,10523
"5797","TUOLUMNE","Apr",2015,609
"5798","VENTURA","Apr",2015,7338
"5799","YOLO","Apr",2015,2190
"5800","YUBA","Apr",2015,1066
"5801","ALAMEDA","May",2015,12059
"5802","ALPINE","May",2015,16
"5803","AMADOR","May",2015,287
"5804","BUTTE","May",2015,2252
"5805","CALAVERAS","May",2015,449
"5806","COLUSA","May",2015,636
"5807","CONTRA COSTA","May",2015,8262
"5808","DEL NORTE","May",2015,259
"5809","EL DORADO","May",2015,1668
"5810","FRESNO","May",2015,16058
"5811","GLENN","May",2015,445
"5812","HUMBOLDT","May",2015,994
"5813","IMPERIAL","May",2015,8597
"5814","INYO","May",2015,156
"5815","KERN","May",2015,18520
"5816","KINGS","May",2015,2326
"5817","LAKE","May",2015,662
"5818","LASSEN","May",2015,240
"5819","LOS ANGELES","May",2015,79995
"5820","MADERA","May",2015,2243
"5821","MARIN","May",2015,1183
"5822","MARIPOSA","May",2015,177
"5823","MENDOCINO","May",2015,579
"5824","MERCED","May",2015,5099
"5825","MODOC","May",2015,73
"5826","MONO","May",2015,412
"5827","MONTEREY","May",2015,5456
"5828","NAPA","May",2015,915
"5829","NEVADA","May",2015,956
"5830","ORANGE","May",2015,19818
"5831","PLACER","May",2015,2774
"5832","PLUMAS","May",2015,287
"5833","RIVERSIDE","May",2015,20506
"5834","SACRAMENTO","May",2015,12890
"5835","SAN BENITO","May",2015,892
"5836","SAN BERNARDINO","May",2015,18786
"5837","SAN DIEGO","May",2015,24842
"5838","SAN FRANCISCO","May",2015,6363
"5839","SAN JOAQUIN","May",2015,9118
"5840","SAN LUIS OBISPO","May",2015,1894
"5841","SAN MATEO","May",2015,3882
"5842","SANTA BARBARA","May",2015,3023
"5843","SANTA CLARA","May",2015,12663
"5844","SANTA CRUZ","May",2015,3039
"5845","SHASTA","May",2015,2038
"5846","SIERRA","May",2015,43
"5847","SISKIYOU","May",2015,503
"5848","SOLANO","May",2015,4171
"5849","SONOMA","May",2015,3303
"5850","STANISLAUS","May",2015,8820
"5851","SUTTER","May",2015,1871
"5852","TEHAMA","May",2015,640
"5853","TRINITY","May",2015,119
"5854","TULARE","May",2015,8857
"5855","TUOLUMNE","May",2015,521
"5856","VENTURA","May",2015,7408
"5857","YOLO","May",2015,1823
"5858","YUBA","May",2015,894
"5859","ALAMEDA","Jun",2015,12408
"5860","ALPINE","Jun",2015,19
"5861","AMADOR","Jun",2015,271
"5862","BUTTE","Jun",2015,2432
"5863","CALAVERAS","Jun",2015,416
"5864","COLUSA","Jun",2015,407
"5865","CONTRA COSTA","Jun",2015,8402
"5866","DEL NORTE","Jun",2015,255
"5867","EL DORADO","Jun",2015,1452
"5868","FRESNO","Jun",2015,13910
"5869","GLENN","Jun",2015,420
"5870","HUMBOLDT","Jun",2015,1007
"5871","IMPERIAL","Jun",2015,8930
"5872","INYO","Jun",2015,151
"5873","KERN","Jun",2015,17143
"5874","KINGS","Jun",2015,2218
"5875","LAKE","Jun",2015,627
"5876","LASSEN","Jun",2015,174
"5877","LOS ANGELES","Jun",2015,86434
"5878","MADERA","Jun",2015,1868
"5879","MARIN","Jun",2015,1215
"5880","MARIPOSA","Jun",2015,120
"5881","MENDOCINO","Jun",2015,607
"5882","MERCED","Jun",2015,4045
"5883","MODOC","Jun",2015,58
"5884","MONO","Jun",2015,318
"5885","MONTEREY","Jun",2015,3627
"5886","NAPA","Jun",2015,822
"5887","NEVADA","Jun",2015,862
"5888","ORANGE","Jun",2015,20151
"5889","PLACER","Jun",2015,2671
"5890","PLUMAS","Jun",2015,211
"5891","RIVERSIDE","Jun",2015,22057
"5892","SACRAMENTO","Jun",2015,13124
"5893","SAN BENITO","Jun",2015,698
"5894","SAN BERNARDINO","Jun",2015,19547
"5895","SAN DIEGO","Jun",2015,25072
"5896","SAN FRANCISCO","Jun",2015,6886
"5897","SAN JOAQUIN","Jun",2015,9056
"5898","SAN LUIS OBISPO","Jun",2015,1886
"5899","SAN MATEO","Jun",2015,3972
"5900","SANTA BARBARA","Jun",2015,2803
"5901","SANTA CLARA","Jun",2015,12518
"5902","SANTA CRUZ","Jun",2015,1917
"5903","SHASTA","Jun",2015,1874
"5904","SIERRA","Jun",2015,28
"5905","SISKIYOU","Jun",2015,453
"5906","SOLANO","Jun",2015,4048
"5907","SONOMA","Jun",2015,3384
"5908","STANISLAUS","Jun",2015,7982
"5909","SUTTER","Jun",2015,1591
"5910","TEHAMA","Jun",2015,615
"5911","TRINITY","Jun",2015,96
"5912","TULARE","Jun",2015,8256
"5913","TUOLUMNE","Jun",2015,478
"5914","VENTURA","Jun",2015,7254
"5915","YOLO","Jun",2015,1689
"5916","YUBA","Jun",2015,838
"5917","ALAMEDA","Jul",2015,12757
"5918","ALPINE","Jul",2015,16
"5919","AMADOR","Jul",2015,265
"5920","BUTTE","Jul",2015,2294
"5921","CALAVERAS","Jul",2015,425
"5922","COLUSA","Jul",2015,254
"5923","CONTRA COSTA","Jul",2015,8534
"5924","DEL NORTE","Jul",2015,249
"5925","EL DORADO","Jul",2015,1366
"5926","FRESNO","Jul",2015,12708
"5927","GLENN","Jul",2015,431
"5928","HUMBOLDT","Jul",2015,1092
"5929","IMPERIAL","Jul",2015,11507
"5930","INYO","Jul",2015,166
"5931","KERN","Jul",2015,14275
"5932","KINGS","Jul",2015,1593
"5933","LAKE","Jul",2015,562
"5934","LASSEN","Jul",2015,169
"5935","LOS ANGELES","Jul",2015,88940
"5936","MADERA","Jul",2015,1737
"5937","MARIN","Jul",2015,1324
"5938","MARIPOSA","Jul",2015,116
"5939","MENDOCINO","Jul",2015,550
"5940","MERCED","Jul",2015,3081
"5941","MODOC","Jul",2015,61
"5942","MONO","Jul",2015,197
"5943","MONTEREY","Jul",2015,3191
"5944","NAPA","Jul",2015,791
"5945","NEVADA","Jul",2015,864
"5946","ORANGE","Jul",2015,21208
"5947","PLACER","Jul",2015,2621
"5948","PLUMAS","Jul",2015,178
"5949","RIVERSIDE","Jul",2015,25816
"5950","SACRAMENTO","Jul",2015,13200
"5951","SAN BENITO","Jul",2015,474
"5952","SAN BERNARDINO","Jul",2015,19916
"5953","SAN DIEGO","Jul",2015,26432
"5954","SAN FRANCISCO","Jul",2015,6929
"5955","SAN JOAQUIN","Jul",2015,8316
"5956","SAN LUIS OBISPO","Jul",2015,1944
"5957","SAN MATEO","Jul",2015,3972
"5958","SANTA BARBARA","Jul",2015,2782
"5959","SANTA CLARA","Jul",2015,12344
"5960","SANTA CRUZ","Jul",2015,1871
"5961","SHASTA","Jul",2015,1752
"5962","SIERRA","Jul",2015,23
"5963","SISKIYOU","Jul",2015,429
"5964","SOLANO","Jul",2015,4044
"5965","SONOMA","Jul",2015,3342
"5966","STANISLAUS","Jul",2015,6605
"5967","SUTTER","Jul",2015,987
"5968","TEHAMA","Jul",2015,622
"5969","TRINITY","Jul",2015,98
"5970","TULARE","Jul",2015,8413
"5971","TUOLUMNE","Jul",2015,456
"5972","VENTURA","Jul",2015,8146
"5973","YOLO","Jul",2015,1529
"5974","YUBA","Jul",2015,721
"5975","ALAMEDA","Aug",2015,12667
"5976","ALPINE","Aug",2015,13
"5977","AMADOR","Aug",2015,247
"5978","BUTTE","Aug",2015,2047
"5979","CALAVERAS","Aug",2015,382
"5980","COLUSA","Aug",2015,169
"5981","CONTRA COSTA","Aug",2015,8241
"5982","DEL NORTE","Aug",2015,228
"5983","EL DORADO","Aug",2015,1230
"5984","FRESNO","Aug",2015,11218
"5985","GLENN","Aug",2015,368
"5986","HUMBOLDT","Aug",2015,1031
"5987","IMPERIAL","Aug",2015,11667
"5988","INYO","Aug",2015,157
"5989","KERN","Aug",2015,12696
"5990","KINGS","Aug",2015,1437
"5991","LAKE","Aug",2015,531
"5992","LASSEN","Aug",2015,164
"5993","LOS ANGELES","Aug",2015,84249
"5994","MADERA","Aug",2015,1526
"5995","MARIN","Aug",2015,1342
"5996","MARIPOSA","Aug",2015,92
"5997","MENDOCINO","Aug",2015,535
"5998","MERCED","Aug",2015,2463
"5999","MODOC","Aug",2015,58
"6000","MONO","Aug",2015,193
"6001","MONTEREY","Aug",2015,2919
"6002","NAPA","Aug",2015,815
"6003","NEVADA","Aug",2015,802
"6004","ORANGE","Aug",2015,20814
"6005","PLACER","Aug",2015,2377
"6006","PLUMAS","Aug",2015,162
"6007","RIVERSIDE","Aug",2015,25765
"6008","SACRAMENTO","Aug",2015,12878
"6009","SAN BENITO","Aug",2015,444
"6010","SAN BERNARDINO","Aug",2015,18601
"6011","SAN DIEGO","Aug",2015,26229
"6012","SAN FRANCISCO","Aug",2015,6765
"6013","SAN JOAQUIN","Aug",2015,7518
"6014","SAN LUIS OBISPO","Aug",2015,1877
"6015","SAN MATEO","Aug",2015,3896
"6016","SANTA BARBARA","Aug",2015,2872
"6017","SANTA CLARA","Aug",2015,12277
"6018","SANTA CRUZ","Aug",2015,1733
"6019","SHASTA","Aug",2015,1596
"6020","SIERRA","Aug",2015,21
"6021","SISKIYOU","Aug",2015,471
"6022","SOLANO","Aug",2015,3861
"6023","SONOMA","Aug",2015,3145
"6024","STANISLAUS","Aug",2015,5561
"6025","SUTTER","Aug",2015,824
"6026","TEHAMA","Aug",2015,549
"6027","TRINITY","Aug",2015,78
"6028","TULARE","Aug",2015,7656
"6029","TUOLUMNE","Aug",2015,430
"6030","VENTURA","Aug",2015,8763
"6031","YOLO","Aug",2015,1473
"6032","YUBA","Aug",2015,651
"6033","ALAMEDA","Sep",2015,11320
"6034","ALPINE","Sep",2015,14
"6035","AMADOR","Sep",2015,196
"6036","BUTTE","Sep",2015,1659
"6037","CALAVERAS","Sep",2015,371
"6038","COLUSA","Sep",2015,167
"6039","CONTRA COSTA","Sep",2015,7503
"6040","DEL NORTE","Sep",2015,203
"6041","EL DORADO","Sep",2015,1166
"6042","FRESNO","Sep",2015,11242
"6043","GLENN","Sep",2015,262
"6044","HUMBOLDT","Sep",2015,801
"6045","IMPERIAL","Sep",2015,10822
"6046","INYO","Sep",2015,150
"6047","KERN","Sep",2015,11708
"6048","KINGS","Sep",2015,1362
"6049","LAKE","Sep",2015,544
"6050","LASSEN","Sep",2015,147
"6051","LOS ANGELES","Sep",2015,77528
"6052","MADERA","Sep",2015,1341
"6053","MARIN","Sep",2015,1191
"6054","MARIPOSA","Sep",2015,94
"6055","MENDOCINO","Sep",2015,498
"6056","MERCED","Sep",2015,2131
"6057","MODOC","Sep",2015,48
"6058","MONO","Sep",2015,202
"6059","MONTEREY","Sep",2015,2741
"6060","NAPA","Sep",2015,720
"6061","NEVADA","Sep",2015,728
"6062","ORANGE","Sep",2015,19410
"6063","PLACER","Sep",2015,2272
"6064","PLUMAS","Sep",2015,139
"6065","RIVERSIDE","Sep",2015,23977
"6066","SACRAMENTO","Sep",2015,12314
"6067","SAN BENITO","Sep",2015,449
"6068","SAN BERNARDINO","Sep",2015,17717
"6069","SAN DIEGO","Sep",2015,24864
"6070","SAN FRANCISCO","Sep",2015,6134
"6071","SAN JOAQUIN","Sep",2015,7574
"6072","SAN LUIS OBISPO","Sep",2015,1559
"6073","SAN MATEO","Sep",2015,3590
"6074","SANTA BARBARA","Sep",2015,2641
"6075","SANTA CLARA","Sep",2015,11687
"6076","SANTA CRUZ","Sep",2015,1552
"6077","SHASTA","Sep",2015,1543
"6078","SIERRA","Sep",2015,17
"6079","SISKIYOU","Sep",2015,350
"6080","SOLANO","Sep",2015,3611
"6081","SONOMA","Sep",2015,2779
"6082","STANISLAUS","Sep",2015,5357
"6083","SUTTER","Sep",2015,913
"6084","TEHAMA","Sep",2015,487
"6085","TRINITY","Sep",2015,72
"6086","TULARE","Sep",2015,7278
"6087","TUOLUMNE","Sep",2015,409
"6088","VENTURA","Sep",2015,8642
"6089","YOLO","Sep",2015,1417
"6090","YUBA","Sep",2015,634
"6091","ALAMEDA","Oct",2015,11030
"6092","ALPINE","Oct",2015,15
"6093","AMADOR","Oct",2015,245
"6094","BUTTE","Oct",2015,1772
"6095","CALAVERAS","Oct",2015,368
"6096","COLUSA","Oct",2015,392
"6097","CONTRA COSTA","Oct",2015,7258
"6098","DEL NORTE","Oct",2015,239
"6099","EL DORADO","Oct",2015,1227
"6100","FRESNO","Oct",2015,14910
"6101","GLENN","Oct",2015,236
"6102","HUMBOLDT","Oct",2015,819
"6103","IMPERIAL","Oct",2015,9779
"6104","INYO","Oct",2015,165
"6105","KERN","Oct",2015,12144
"6106","KINGS","Oct",2015,2116
"6107","LAKE","Oct",2015,727
"6108","LASSEN","Oct",2015,163
"6109","LOS ANGELES","Oct",2015,72586
"6110","MADERA","Oct",2015,1745
"6111","MARIN","Oct",2015,1148
"6112","MARIPOSA","Oct",2015,121
"6113","MENDOCINO","Oct",2015,588
"6114","MERCED","Oct",2015,3012
"6115","MODOC","Oct",2015,54
"6116","MONO","Oct",2015,284
"6117","MONTEREY","Oct",2015,3504
"6118","NAPA","Oct",2015,970
"6119","NEVADA","Oct",2015,722
"6120","ORANGE","Oct",2015,18802
"6121","PLACER","Oct",2015,2277
"6122","PLUMAS","Oct",2015,172
"6123","RIVERSIDE","Oct",2015,21916
"6124","SACRAMENTO","Oct",2015,11835
"6125","SAN BENITO","Oct",2015,585
"6126","SAN BERNARDINO","Oct",2015,16891
"6127","SAN DIEGO","Oct",2015,24573
"6128","SAN FRANCISCO","Oct",2015,5976
"6129","SAN JOAQUIN","Oct",2015,8308
"6130","SAN LUIS OBISPO","Oct",2015,1562
"6131","SAN MATEO","Oct",2015,3441
"6132","SANTA BARBARA","Oct",2015,2973
"6133","SANTA CLARA","Oct",2015,11401
"6134","SANTA CRUZ","Oct",2015,1930
"6135","SHASTA","Oct",2015,1598
"6136","SIERRA","Oct",2015,17
"6137","SISKIYOU","Oct",2015,383
"6138","SOLANO","Oct",2015,3581
"6139","SONOMA","Oct",2015,2905
"6140","STANISLAUS","Oct",2015,6499
"6141","SUTTER","Oct",2015,1220
"6142","TEHAMA","Oct",2015,433
"6143","TRINITY","Oct",2015,76
"6144","TULARE","Oct",2015,8419
"6145","TUOLUMNE","Oct",2015,443
"6146","VENTURA","Oct",2015,7956
"6147","YOLO","Oct",2015,1690
"6148","YUBA","Oct",2015,661
"6149","ALAMEDA","Nov",2015,11149
"6150","ALPINE","Nov",2015,11
"6151","AMADOR","Nov",2015,292
"6152","BUTTE","Nov",2015,2373
"6153","CALAVERAS","Nov",2015,390
"6154","COLUSA","Nov",2015,971
"6155","CONTRA COSTA","Nov",2015,7312
"6156","DEL NORTE","Nov",2015,322
"6157","EL DORADO","Nov",2015,1446
"6158","FRESNO","Nov",2015,18999
"6159","GLENN","Nov",2015,407
"6160","HUMBOLDT","Nov",2015,1021
"6161","IMPERIAL","Nov",2015,8559
"6162","INYO","Nov",2015,218
"6163","KERN","Nov",2015,14613
"6164","KINGS","Nov",2015,2758
"6165","LAKE","Nov",2015,865
"6166","LASSEN","Nov",2015,275
"6167","LOS ANGELES","Nov",2015,71685
"6168","MADERA","Nov",2015,2566
"6169","MARIN","Nov",2015,1119
"6170","MARIPOSA","Nov",2015,245
"6171","MENDOCINO","Nov",2015,806
"6172","MERCED","Nov",2015,5686
"6173","MODOC","Nov",2015,81
"6174","MONO","Nov",2015,297
"6175","MONTEREY","Nov",2015,8118
"6176","NAPA","Nov",2015,1429
"6177","NEVADA","Nov",2015,861
"6178","ORANGE","Nov",2015,18956
"6179","PLACER","Nov",2015,2429
"6180","PLUMAS","Nov",2015,358
"6181","RIVERSIDE","Nov",2015,20738
"6182","SACRAMENTO","Nov",2015,12286
"6183","SAN BENITO","Nov",2015,852
"6184","SAN BERNARDINO","Nov",2015,16416
"6185","SAN DIEGO","Nov",2015,24538
"6186","SAN FRANCISCO","Nov",2015,5930
"6187","SAN JOAQUIN","Nov",2015,10681
"6188","SAN LUIS OBISPO","Nov",2015,1779
"6189","SAN MATEO","Nov",2015,3428
